transaction_id,customer_id,date,description,payee,amount,channel,category,region
C004-T067,C004,2026-03-16T14:55:39,Fitness purchase at Luma Utilities,Luma Utilities,40.77,card,fitness,home_region
C004-T033,C004,2026-03-17T11:02:50,Health purchase at River Pharmacy,River Pharmacy,124.92,ach,health,home_region
C004-T039,C004,2026-03-17T13:06:05,Utilities purchase at Orbit Telecom,Orbit Telecom,95.24,ach,utilities,home_region
C004-T063,C004,2026-03-18T15:04:44,Groceries purchase at Metro Grocery,Metro Grocery,28.87,ach,groceries,home_region
C004-T024,C004,2026-03-19T09:03:15,Fitness purchase at Luma Utilities,Luma Utilities,92.34,online,fitness,home_region
C004-T001,C004,2026-03-24T17:30:32,Fuel purchase at North Fuel,North Fuel,134.42,ach,fuel,home_region
C004-T060,C004,2026-03-28T17:02:52,Groceries purchase at Metro Grocery,Metro Grocery,18.72,online,groceries,nearby_region
C004-T002,C004,2026-03-29T19:05:32,Fuel purchase at North Fuel,North Fuel,13.17,online,fuel,home_region
C004-T055,C004,2026-03-30T10:56:53,Fuel purchase at North Fuel,North Fuel,109.35,card,fuel,home_region
C004-T065,C004,2026-03-30T14:08:48,Utilities purchase at Orbit Telecom,Orbit Telecom,75.98,card,utilities,home_region
C004-T019,C004,2026-03-31T08:26:03,Fitness purchase at Luma Utilities,Luma Utilities,74.26,card,fitness,home_region
C004-T009,C004,2026-04-03T08:23:19,Fuel purchase at North Fuel,North Fuel,133.55,ach,fuel,home_region
C004-T051,C004,2026-04-03T16:14:07,Health purchase at River Pharmacy,River Pharmacy,112.55,card,health,home_region
C004-T042,C004,2026-04-04T16:51:47,Fuel purchase at North Fuel,North Fuel,133.77,card,fuel,nearby_region
C004-T013,C004,2026-04-04T18:46:15,Retail purchase at Bright Fitness,Bright Fitness,88.6,online,retail,home_region
C004-T017,C004,2026-04-06T16:59:06,Transport purchase at City Transit,City Transit,45.63,card,transport,home_region
C004-T012,C004,2026-04-07T10:10:11,Fuel purchase at North Fuel,North Fuel,103.2,card,fuel,home_region
C004-T044,C004,2026-04-09T17:02:38,Fuel purchase at North Fuel,North Fuel,97.64,ach,fuel,home_region
C004-T029,C004,2026-04-10T13:16:47,Groceries purchase at Metro Grocery,Metro Grocery,55.14,card,groceries,home_region
C004-T004,C004,2026-04-15T20:21:43,Groceries purchase at Metro Grocery,Metro Grocery,112.18,online,groceries,home_region
C004-T016,C004,2026-04-18T10:52:12,Fuel purchase at North Fuel,North Fuel,123.24,card,fuel,home_region
C004-T040,C004,2026-04-20T10:44:28,Utilities purchase at Orbit Telecom,Orbit Telecom,67.02,online,utilities,home_region
C004-T041,C004,2026-04-22T12:40:50,Groceries purchase at Metro Grocery,Metro Grocery,17.91,online,groceries,home_region
C004-T043,C004,2026-04-23T08:08:04,Health purchase at River Pharmacy,River Pharmacy,110.76,ach,health,home_region
C004-T003,C004,2026-04-23T16:33:39,Fuel purchase at North Fuel,North Fuel,56.03,ach,fuel,home_region
C004-T045,C004,2026-04-24T20:04:36,Fuel purchase at North Fuel,North Fuel,77.89,ach,fuel,home_region
C004-T022,C004,2026-04-25T17:00:57,Transport purchase at City Transit,City Transit,10.51,card,transport,home_region
C004-T018,C004,2026-04-26T16:09:53,Fitness purchase at Luma Utilities,Luma Utilities,20.11,card,fitness,home_region
C004-T064,C004,2026-04-29T11:21:38,Fuel purchase at North Fuel,North Fuel,49.26,online,fuel,home_region
C004-T032,C004,2026-05-03T18:11:51,Fuel purchase at North Fuel,North Fuel,16.33,ach,fuel,home_region
C004-T048,C004,2026-05-06T11:07:08,Transport purchase at City Transit,City Transit,67.67,online,transport,home_region
C004-T069,C004,2026-05-08T12:31:01,Transport purchase at City Transit,City Transit,132.77,online,transport,home_region
C004-T056,C004,2026-05-09T08:53:07,Fuel purchase at North Fuel,North Fuel,48.14,card,fuel,home_region
C004-T034,C004,2026-05-12T14:52:34,Retail purchase at Bright Fitness,Bright Fitness,41.44,online,retail,home_region
C004-T028,C004,2026-05-15T16:32:50,Groceries purchase at Metro Grocery,Metro Grocery,59.54,ach,groceries,home_region
C004-T011,C004,2026-05-19T19:56:33,Groceries purchase at Metro Grocery,Metro Grocery,95.37,online,groceries,home_region
C004-T062,C004,2026-05-20T12:41:19,Retail purchase at Bright Fitness,Bright Fitness,40.32,online,retail,home_region
C004-T050,C004,2026-05-21T16:18:57,Dining purchase at Cloud Bistro,Cloud Bistro,120.38,online,dining,home_region
C004-T023,C004,2026-05-21T19:38:33,Fitness purchase at Luma Utilities,Luma Utilities,22.68,ach,fitness,home_region
C004-T058,C004,2026-05-22T12:08:40,Dining purchase at Cloud Bistro,Cloud Bistro,89.1,card,dining,nearby_region
C004-T071,C004,2026-05-26T11:05:00,Contractor payment installment,Northline Contractors,165.0,ach,home_services,home_region
C004-T072,C004,2026-05-27T12:05:00,Contractor payment installment,Northline Contractors,176.5,ach,home_services,home_region
C004-T015,C004,2026-05-27T15:29:49,Dining purchase at Cloud Bistro,Cloud Bistro,110.71,online,dining,nearby_region
C004-T026,C004,2026-05-28T11:45:09,Dining purchase at Cloud Bistro,Cloud Bistro,64.66,online,dining,home_region
C004-T073,C004,2026-05-28T13:05:00,Contractor payment installment,Northline Contractors,188.0,ach,home_services,home_region
C004-T068,C004,2026-05-28T19:20:12,Fuel purchase at North Fuel,North Fuel,73.77,online,fuel,home_region
C005-T044,C005,2026-01-01T19:13:37,Transport purchase at City Transit,City Transit,13.98,ach,transport,home_region
C005-T064,C005,2026-01-04T11:59:12,Transport purchase at City Transit,City Transit,106.59,ach,transport,home_region
C005-T052,C005,2026-01-05T11:13:04,Transport purchase at City Transit,City Transit,86.4,ach,transport,nearby_region
C005-T009,C005,2026-01-05T13:21:43,Transport purchase at City Transit,City Transit,137.35,online,transport,home_region
C005-T010,C005,2026-01-07T17:30:16,Health purchase at River Pharmacy,River Pharmacy,103.22,online,health,home_region
C005-T012,C005,2026-01-09T17:44:07,Health purchase at River Pharmacy,River Pharmacy,10.5,ach,health,home_region
C005-T026,C005,2026-01-10T10:26:56,Fuel purchase at North Fuel,North Fuel,131.28,card,fuel,home_region
C005-T063,C005,2026-01-11T09:12:51,Health purchase at River Pharmacy,River Pharmacy,71.28,ach,health,home_region
C005-T053,C005,2026-01-13T11:47:02,Fitness purchase at Luma Utilities,Luma Utilities,65.94,online,fitness,home_region
C005-T054,C005,2026-01-15T10:32:18,Health purchase at River Pharmacy,River Pharmacy,115.68,online,health,nearby_region
C005-T040,C005,2026-01-16T16:57:32,Health purchase at River Pharmacy,River Pharmacy,83.6,card,health,home_region
C005-T035,C005,2026-01-16T18:07:29,Dining purchase at Cloud Bistro,Cloud Bistro,29.08,online,dining,nearby_region
C005-T014,C005,2026-01-16T19:08:33,Health purchase at River Pharmacy,River Pharmacy,82.04,online,health,home_region
C005-T039,C005,2026-01-21T16:28:33,Utilities purchase at Orbit Telecom,Orbit Telecom,18.31,online,utilities,home_region
C005-T067,C005,2026-01-26T20:46:30,Utilities purchase at Orbit Telecom,Orbit Telecom,128.69,ach,utilities,home_region
C005-T004,C005,2026-01-31T10:06:25,Utilities purchase at Orbit Telecom,Orbit Telecom,112.93,ach,utilities,nearby_region
C005-T037,C005,2026-02-04T15:09:29,Utilities purchase at Orbit Telecom,Orbit Telecom,62.89,online,utilities,home_region
C005-T048,C005,2026-02-04T18:55:22,Transport purchase at City Transit,City Transit,31.56,online,transport,home_region
C005-T006,C005,2026-02-05T19:21:51,Retail purchase at Bright Fitness,Bright Fitness,76.55,card,retail,nearby_region
C005-T013,C005,2026-02-08T14:44:13,Fitness purchase at Luma Utilities,Luma Utilities,74.24,online,fitness,home_region
C005-T030,C005,2026-02-11T19:29:41,Dining purchase at Cloud Bistro,Cloud Bistro,102.85,card,dining,home_region
C005-T011,C005,2026-02-13T16:40:46,Fitness purchase at Luma Utilities,Luma Utilities,27.51,online,fitness,home_region
C005-T065,C005,2026-02-22T14:58:15,Utilities purchase at Orbit Telecom,Orbit Telecom,110.37,ach,utilities,home_region
C005-T056,C005,2026-02-26T14:19:17,Groceries purchase at Metro Grocery,Metro Grocery,81.49,online,groceries,home_region
C005-T070,C005,2026-02-28T14:36:53,Health purchase at River Pharmacy,River Pharmacy,73.91,online,health,home_region
C005-T022,C005,2026-03-04T08:42:57,Health purchase at River Pharmacy,River Pharmacy,92.21,card,health,home_region
C005-T061,C005,2026-03-04T12:13:21,Transport purchase at City Transit,City Transit,129.73,ach,transport,home_region
C005-T034,C005,2026-03-10T13:19:37,Groceries purchase at Metro Grocery,Metro Grocery,42.53,ach,groceries,home_region
C005-T051,C005,2026-03-12T11:59:56,Transport purchase at City Transit,City Transit,12.25,online,transport,home_region
C005-T017,C005,2026-03-13T16:19:14,Dining purchase at Cloud Bistro,Cloud Bistro,109.8,online,dining,home_region
C005-T046,C005,2026-03-15T14:11:49,Fuel purchase at North Fuel,North Fuel,109.09,online,fuel,home_region
C005-T031,C005,2026-03-17T17:43:48,Health purchase at River Pharmacy,River Pharmacy,31.17,online,health,home_region
C005-T036,C005,2026-03-21T19:07:40,Dining purchase at Cloud Bistro,Cloud Bistro,56.52,card,dining,home_region
C005-T055,C005,2026-03-23T17:38:49,Utilities purchase at Orbit Telecom,Orbit Telecom,39.27,card,utilities,nearby_region
C005-T025,C005,2026-03-24T12:41:03,Transport purchase at City Transit,City Transit,94.1,card,transport,nearby_region
C005-T041,C005,2026-03-25T16:28:07,Health purchase at River Pharmacy,River Pharmacy,102.63,ach,health,home_region
C005-T008,C005,2026-03-28T16:53:32,Retail purchase at Bright Fitness,Bright Fitness,101.55,ach,retail,home_region
C005-T020,C005,2026-03-30T15:41:16,Retail purchase at Bright Fitness,Bright Fitness,36.25,online,retail,home_region
C005-T016,C005,2026-04-01T18:49:55,Dining purchase at Cloud Bistro,Cloud Bistro,88.53,card,dining,home_region
C005-T005,C005,2026-04-04T20:09:12,Fitness purchase at Luma Utilities,Luma Utilities,74.01,card,fitness,home_region
C005-T047,C005,2026-04-06T14:28:55,Fitness purchase at Luma Utilities,Luma Utilities,57.59,online,fitness,nearby_region
C005-T019,C005,2026-04-08T14:52:22,Fuel purchase at North Fuel,North Fuel,46.34,ach,fuel,home_region
C005-T002,C005,2026-04-14T13:02:25,Groceries purchase at Metro Grocery,Metro Grocery,83.28,card,groceries,home_region
C005-T068,C005,2026-04-16T08:36:55,Health purchase at River Pharmacy,River Pharmacy,105.85,card,health,home_region
C005-T023,C005,2026-04-16T13:45:30,Transport purchase at City Transit,City Transit,97.92,card,transport,home_region
C005-T032,C005,2026-04-20T16:20:05,Fitness purchase at Luma Utilities,Luma Utilities,96.34,card,fitness,home_region
C005-T057,C005,2026-04-20T16:31:03,Utilities purchase at Orbit Telecom,Orbit Telecom,132.29,online,utilities,home_region
C005-T060,C005,2026-04-29T08:35:26,Fitness purchase at Luma Utilities,Luma Utilities,81.56,card,fitness,home_region
C005-T001,C005,2026-05-01T12:34:00,Transport purchase at City Transit,City Transit,64.88,ach,transport,home_region
C005-T033,C005,2026-05-03T13:59:15,Groceries purchase at Metro Grocery,Metro Grocery,42.42,card,groceries,home_region
C005-T018,C005,2026-05-06T13:30:22,Dining purchase at Cloud Bistro,Cloud Bistro,45.99,online,dining,nearby_region
C005-T027,C005,2026-05-07T10:59:47,Dining purchase at Cloud Bistro,Cloud Bistro,123.73,card,dining,home_region
C005-T042,C005,2026-05-11T15:51:03,Retail purchase at Bright Fitness,Bright Fitness,25.42,ach,retail,home_region
C005-T007,C005,2026-05-12T10:20:59,Utilities purchase at Orbit Telecom,Orbit Telecom,29.45,online,utilities,home_region
C005-T058,C005,2026-05-15T13:44:26,Fitness purchase at Luma Utilities,Luma Utilities,27.7,ach,fitness,home_region
C005-T015,C005,2026-05-15T14:20:11,Retail purchase at Bright Fitness,Bright Fitness,128.4,ach,retail,nearby_region
C005-T029,C005,2026-05-15T15:56:08,Retail purchase at Bright Fitness,Bright Fitness,44.01,card,retail,home_region
C005-T049,C005,2026-05-16T10:46:14,Groceries purchase at Metro Grocery,Metro Grocery,107.82,ach,groceries,home_region
C005-T066,C005,2026-05-17T18:22:19,Dining purchase at Cloud Bistro,Cloud Bistro,55.47,ach,dining,home_region
C005-T059,C005,2026-05-18T15:15:54,Health purchase at River Pharmacy,River Pharmacy,47.7,online,health,home_region
C005-T062,C005,2026-05-18T19:53:12,Groceries purchase at Metro Grocery,Metro Grocery,43.44,online,groceries,nearby_region
C005-T038,C005,2026-05-18T20:42:52,Health purchase at River Pharmacy,River Pharmacy,108.57,online,health,nearby_region
C005-T045,C005,2026-05-19T08:59:57,Transport purchase at City Transit,City Transit,138.17,ach,transport,home_region
C005-T050,C005,2026-05-20T14:34:24,Health purchase at River Pharmacy,River Pharmacy,40.67,ach,health,home_region
C005-T024,C005,2026-05-21T10:26:41,Retail purchase at Bright Fitness,Bright Fitness,71.02,card,retail,home_region
C005-T071,C005,2026-05-22T02:10:00,Late-night online subscription,StreamGrid Media,48.0,online,entertainment,home_region
C005-T003,C005,2026-05-22T12:04:24,Retail purchase at Bright Fitness,Bright Fitness,108.9,ach,retail,nearby_region
C005-T069,C005,2026-05-22T17:37:46,Fitness purchase at Luma Utilities,Luma Utilities,46.97,card,fitness,home_region
C005-T072,C005,2026-05-23T02:11:00,Late-night online subscription,StreamGrid Media,50.5,online,entertainment,home_region
C005-T073,C005,2026-05-24T02:12:00,Late-night online subscription,StreamGrid Media,53.0,online,entertainment,home_region
C005-T021,C005,2026-05-24T19:17:08,Transport purchase at City Transit,City Transit,89.27,online,transport,home_region
C005-T074,C005,2026-05-25T02:13:00,Late-night online subscription,StreamGrid Media,55.5,online,entertainment,home_region
C005-T043,C005,2026-05-25T08:35:29,Dining purchase at Cloud Bistro,Cloud Bistro,103.47,ach,dining,home_region
C005-T028,C005,2026-05-26T17:06:59,Utilities purchase at Orbit Telecom,Orbit Telecom,45.56,online,utilities,nearby_region
C006-T004,C006,2026-01-02T14:08:53,Health purchase at River Pharmacy,River Pharmacy,16.97,card,health,home_region
C006-T051,C006,2026-01-02T19:13:13,Dining purchase at Cloud Bistro,Cloud Bistro,107.31,card,dining,nearby_region
C006-T026,C006,2026-01-04T12:26:24,Transport purchase at City Transit,City Transit,103.68,online,transport,home_region
C006-T007,C006,2026-01-05T16:46:17,Dining purchase at Cloud Bistro,Cloud Bistro,10.26,online,dining,home_region
C006-T062,C006,2026-01-08T20:48:14,Dining purchase at Cloud Bistro,Cloud Bistro,12.32,card,dining,nearby_region
C006-T013,C006,2026-01-11T11:13:57,Retail purchase at Bright Fitness,Bright Fitness,43.78,card,retail,home_region
C006-T047,C006,2026-01-18T12:02:51,Transport purchase at City Transit,City Transit,10.98,ach,transport,home_region
C006-T040,C006,2026-01-22T09:49:15,Utilities purchase at Orbit Telecom,Orbit Telecom,29.96,online,utilities,home_region
C006-T012,C006,2026-01-22T15:54:27,Utilities purchase at Orbit Telecom,Orbit Telecom,82.69,card,utilities,nearby_region
C006-T021,C006,2026-01-22T20:39:18,Health purchase at River Pharmacy,River Pharmacy,102.13,card,health,home_region
C006-T011,C006,2026-01-24T14:24:24,Retail purchase at Bright Fitness,Bright Fitness,15.41,card,retail,home_region
C006-T018,C006,2026-01-26T14:14:53,Transport purchase at City Transit,City Transit,52.96,online,transport,nearby_region
C006-T025,C006,2026-01-27T08:05:22,Transport purchase at City Transit,City Transit,86.79,ach,transport,home_region
C006-T052,C006,2026-01-27T20:55:34,Fuel purchase at North Fuel,North Fuel,56.28,card,fuel,home_region
C006-T042,C006,2026-01-28T08:06:16,Health purchase at River Pharmacy,River Pharmacy,75.41,online,health,nearby_region
C006-T023,C006,2026-01-28T09:00:19,Retail purchase at Bright Fitness,Bright Fitness,55.51,ach,retail,home_region
C006-T053,C006,2026-01-30T12:42:55,Retail purchase at Bright Fitness,Bright Fitness,77.66,online,retail,home_region
C006-T064,C006,2026-01-30T12:49:34,Utilities purchase at Orbit Telecom,Orbit Telecom,79.55,card,utilities,home_region
C006-T045,C006,2026-01-30T19:09:22,Dining purchase at Cloud Bistro,Cloud Bistro,53.28,card,dining,nearby_region
C006-T024,C006,2026-02-03T09:11:27,Retail purchase at Bright Fitness,Bright Fitness,81.52,online,retail,home_region
C006-T032,C006,2026-02-04T12:20:38,Health purchase at River Pharmacy,River Pharmacy,71.23,card,health,home_region
C006-T056,C006,2026-02-04T13:07:15,Dining purchase at Cloud Bistro,Cloud Bistro,23.44,ach,dining,home_region
C006-T059,C006,2026-02-05T10:20:53,Retail purchase at Bright Fitness,Bright Fitness,89.76,ach,retail,home_region
C006-T037,C006,2026-02-05T18:19:15,Dining purchase at Cloud Bistro,Cloud Bistro,94.94,online,dining,home_region
C006-T022,C006,2026-02-09T14:45:50,Fuel purchase at North Fuel,North Fuel,105.63,ach,fuel,home_region
C006-T068,C006,2026-02-12T17:08:50,Health purchase at River Pharmacy,River Pharmacy,115.39,card,health,nearby_region
C006-T048,C006,2026-02-12T19:15:33,Fuel purchase at North Fuel,North Fuel,80.85,ach,fuel,nearby_region
C006-T002,C006,2026-02-13T10:46:34,Retail purchase at Bright Fitness,Bright Fitness,32.29,online,retail,home_region
C006-T055,C006,2026-02-14T18:45:51,Dining purchase at Cloud Bistro,Cloud Bistro,129.27,online,dining,home_region
C006-T008,C006,2026-02-15T09:58:06,Fuel purchase at North Fuel,North Fuel,39.81,online,fuel,nearby_region
C006-T030,C006,2026-02-20T15:06:08,Dining purchase at Cloud Bistro,Cloud Bistro,8.89,ach,dining,home_region
C006-T015,C006,2026-02-23T17:09:48,Fitness purchase at Luma Utilities,Luma Utilities,130.61,ach,fitness,home_region
C006-T067,C006,2026-02-23T20:47:37,Utilities purchase at Orbit Telecom,Orbit Telecom,121.66,online,utilities,home_region
C006-T005,C006,2026-02-25T16:29:23,Groceries purchase at Metro Grocery,Metro Grocery,89.55,online,groceries,nearby_region
C006-T020,C006,2026-02-28T13:35:24,Fitness purchase at Luma Utilities,Luma Utilities,32.52,online,fitness,home_region
C006-T009,C006,2026-03-06T13:17:50,Fitness purchase at Luma Utilities,Luma Utilities,18.43,ach,fitness,home_region
C006-T001,C006,2026-03-07T20:52:31,Retail purchase at Bright Fitness,Bright Fitness,68.83,online,retail,home_region
C006-T066,C006,2026-03-09T13:55:52,Transport purchase at City Transit,City Transit,65.96,card,transport,home_region
C006-T028,C006,2026-03-10T15:09:04,Fuel purchase at North Fuel,North Fuel,65.38,ach,fuel,home_region
C006-T063,C006,2026-03-15T10:49:29,Retail purchase at Bright Fitness,Bright Fitness,80.56,card,retail,nearby_region
C006-T070,C006,2026-03-16T17:17:54,Transport purchase at City Transit,City Transit,25.9,ach,transport,home_region
C006-T033,C006,2026-03-23T12:47:44,Retail purchase at Bright Fitness,Bright Fitness,135.74,card,retail,home_region
C006-T069,C006,2026-03-31T16:17:38,Fuel purchase at North Fuel,North Fuel,50.72,online,fuel,home_region
C006-T038,C006,2026-04-07T09:28:38,Retail purchase at Bright Fitness,Bright Fitness,84.86,online,retail,nearby_region
C006-T034,C006,2026-04-07T12:52:50,Fitness purchase at Luma Utilities,Luma Utilities,56.18,online,fitness,home_region
C006-T031,C006,2026-04-08T20:55:21,Retail purchase at Bright Fitness,Bright Fitness,52.19,online,retail,nearby_region
C006-T017,C006,2026-04-09T20:47:08,Transport purchase at City Transit,City Transit,74.1,ach,transport,home_region
C006-T054,C006,2026-04-10T17:25:37,Transport purchase at City Transit,City Transit,53.93,ach,transport,nearby_region
C006-T050,C006,2026-04-12T08:47:39,Health purchase at River Pharmacy,River Pharmacy,67.34,ach,health,home_region
C006-T019,C006,2026-04-12T20:20:01,Dining purchase at Cloud Bistro,Cloud Bistro,111.43,ach,dining,home_region
C006-T061,C006,2026-04-15T18:31:26,Retail purchase at Bright Fitness,Bright Fitness,72.51,card,retail,nearby_region
C006-T039,C006,2026-04-18T16:02:50,Utilities purchase at Orbit Telecom,Orbit Telecom,100.62,online,utilities,nearby_region
C006-T049,C006,2026-04-20T15:14:51,Fitness purchase at Luma Utilities,Luma Utilities,91.13,card,fitness,home_region
C006-T036,C006,2026-04-23T20:18:53,Transport purchase at City Transit,City Transit,116.1,ach,transport,home_region
C006-T046,C006,2026-05-04T13:30:06,Retail purchase at Bright Fitness,Bright Fitness,103.3,ach,retail,home_region
C006-T006,C006,2026-05-04T18:31:01,Groceries purchase at Metro Grocery,Metro Grocery,78.25,ach,groceries,home_region
C006-T029,C006,2026-05-04T20:04:23,Dining purchase at Cloud Bistro,Cloud Bistro,132.64,online,dining,home_region
C006-T060,C006,2026-05-05T10:12:52,Fitness purchase at Luma Utilities,Luma Utilities,135.23,online,fitness,home_region
C006-T058,C006,2026-05-05T18:34:44,Fuel purchase at North Fuel,North Fuel,81.25,ach,fuel,home_region
C006-T044,C006,2026-05-09T10:22:01,Retail purchase at Bright Fitness,Bright Fitness,21.8,ach,retail,home_region
C006-T057,C006,2026-05-11T14:26:38,Fuel purchase at North Fuel,North Fuel,83.87,ach,fuel,home_region
C006-T003,C006,2026-05-15T08:53:54,Transport purchase at City Transit,City Transit,132.76,online,transport,home_region
C006-T035,C006,2026-05-20T10:43:49,Groceries purchase at Metro Grocery,Metro Grocery,133.8,ach,groceries,home_region
C006-T065,C006,2026-05-20T11:27:06,Health purchase at River Pharmacy,River Pharmacy,47.3,card,health,home_region
C006-T014,C006,2026-05-20T17:42:02,Fuel purchase at North Fuel,North Fuel,130.6,ach,fuel,home_region
C006-T016,C006,2026-05-25T11:36:53,Fitness purchase at Luma Utilities,Luma Utilities,97.37,online,fitness,home_region
C006-T010,C006,2026-05-25T11:44:14,Dining purchase at Cloud Bistro,Cloud Bistro,98.29,card,dining,home_region
C006-T041,C006,2026-05-25T18:43:41,Fitness purchase at Luma Utilities,Luma Utilities,135.62,ach,fitness,home_region
C006-T071,C006,2026-05-26T13:40:00,International luxury retail purchase,Velour Luxe Global,310.0,wire,luxury_retail,overseas_region
C006-T027,C006,2026-05-27T16:10:43,Fitness purchase at Luma Utilities,Luma Utilities,30.37,ach,fitness,home_region
C006-T043,C006,2026-05-29T19:36:14,Retail purchase at Bright Fitness,Bright Fitness,57.38,ach,retail,nearby_region
C007-T012,C007,2026-01-01T11:30:04,Fuel purchase at North Fuel,North Fuel,86.37,online,fuel,home_region
C007-T013,C007,2026-01-03T08:44:21,Transport purchase at City Transit,City Transit,138.44,ach,transport,home_region
C007-T036,C007,2026-01-04T11:02:30,Utilities purchase at Orbit Telecom,Orbit Telecom,58.55,card,utilities,home_region
C007-T062,C007,2026-01-09T17:39:39,Health purchase at River Pharmacy,River Pharmacy,93.44,ach,health,home_region
C007-T037,C007,2026-01-10T16:51:58,Fitness purchase at Luma Utilities,Luma Utilities,37.64,card,fitness,home_region
C007-T054,C007,2026-01-11T11:53:54,Utilities purchase at Orbit Telecom,Orbit Telecom,27.58,online,utilities,home_region
C007-T008,C007,2026-01-12T09:40:50,Retail purchase at Bright Fitness,Bright Fitness,10.15,card,retail,home_region
C007-T011,C007,2026-01-14T14:40:19,Health purchase at River Pharmacy,River Pharmacy,64.66,card,health,home_region
C007-T034,C007,2026-01-15T15:54:36,Fuel purchase at North Fuel,North Fuel,56.53,ach,fuel,home_region
C007-T067,C007,2026-01-15T20:30:33,Utilities purchase at Orbit Telecom,Orbit Telecom,109.22,card,utilities,home_region
C007-T025,C007,2026-01-16T20:25:32,Dining purchase at Cloud Bistro,Cloud Bistro,90.97,online,dining,home_region
C007-T033,C007,2026-01-17T12:45:36,Transport purchase at City Transit,City Transit,73.49,online,transport,home_region
C007-T016,C007,2026-01-18T16:36:00,Fuel purchase at North Fuel,North Fuel,66.09,online,fuel,home_region
C007-T048,C007,2026-01-20T17:36:03,Fitness purchase at Luma Utilities,Luma Utilities,95.44,card,fitness,home_region
C007-T058,C007,2026-01-22T17:37:16,Transport purchase at City Transit,City Transit,10.88,card,transport,home_region
C007-T053,C007,2026-01-24T10:51:43,Dining purchase at Cloud Bistro,Cloud Bistro,117.08,online,dining,nearby_region
C007-T068,C007,2026-01-26T11:42:15,Dining purchase at Cloud Bistro,Cloud Bistro,78.45,online,dining,home_region
C007-T045,C007,2026-01-27T11:33:15,Fitness purchase at Luma Utilities,Luma Utilities,72.95,card,fitness,home_region
C007-T051,C007,2026-01-28T10:06:10,Retail purchase at Bright Fitness,Bright Fitness,69.52,ach,retail,home_region
C007-T029,C007,2026-01-30T15:39:38,Groceries purchase at Metro Grocery,Metro Grocery,48.83,online,groceries,home_region
C007-T030,C007,2026-01-31T08:45:08,Groceries purchase at Metro Grocery,Metro Grocery,29.63,ach,groceries,nearby_region
C007-T032,C007,2026-01-31T20:57:01,Utilities purchase at Orbit Telecom,Orbit Telecom,114.54,ach,utilities,nearby_region
C007-T057,C007,2026-02-01T08:03:53,Health purchase at River Pharmacy,River Pharmacy,25.25,ach,health,home_region
C007-T019,C007,2026-02-05T11:17:41,Transport purchase at City Transit,City Transit,40.76,online,transport,nearby_region
C007-T018,C007,2026-02-05T20:07:37,Fitness purchase at Luma Utilities,Luma Utilities,54.4,ach,fitness,home_region
C007-T043,C007,2026-02-08T08:59:26,Groceries purchase at Metro Grocery,Metro Grocery,38.76,ach,groceries,home_region
C007-T017,C007,2026-02-08T14:39:43,Retail purchase at Bright Fitness,Bright Fitness,121.52,card,retail,home_region
C007-T060,C007,2026-02-13T17:27:52,Fitness purchase at Luma Utilities,Luma Utilities,73.49,ach,fitness,home_region
C007-T061,C007,2026-02-14T13:13:58,Fuel purchase at North Fuel,North Fuel,44.3,ach,fuel,home_region
C007-T039,C007,2026-02-15T11:51:33,Groceries purchase at Metro Grocery,Metro Grocery,133.94,card,groceries,home_region
C007-T021,C007,2026-02-18T19:25:18,Groceries purchase at Metro Grocery,Metro Grocery,111.46,card,groceries,home_region
C007-T006,C007,2026-02-25T14:52:13,Retail purchase at Bright Fitness,Bright Fitness,43.45,ach,retail,home_region
C007-T069,C007,2026-02-26T17:54:51,Fitness purchase at Luma Utilities,Luma Utilities,54.83,card,fitness,home_region
C007-T070,C007,2026-03-02T17:20:51,Utilities purchase at Orbit Telecom,Orbit Telecom,128.65,card,utilities,home_region
C007-T002,C007,2026-03-05T20:53:43,Fitness purchase at Luma Utilities,Luma Utilities,72.61,online,fitness,home_region
C007-T010,C007,2026-03-12T09:41:23,Dining purchase at Cloud Bistro,Cloud Bistro,18.88,online,dining,home_region
C007-T001,C007,2026-03-12T18:08:44,Fuel purchase at North Fuel,North Fuel,40.96,online,fuel,home_region
C007-T046,C007,2026-03-13T09:02:58,Health purchase at River Pharmacy,River Pharmacy,126.44,online,health,home_region
C007-T020,C007,2026-03-14T20:44:01,Dining purchase at Cloud Bistro,Cloud Bistro,35.12,online,dining,nearby_region
C007-T040,C007,2026-03-14T20:54:19,Utilities purchase at Orbit Telecom,Orbit Telecom,19.4,ach,utilities,home_region
C007-T049,C007,2026-03-16T12:54:20,Fitness purchase at Luma Utilities,Luma Utilities,100.5,online,fitness,home_region
C007-T028,C007,2026-03-21T19:27:46,Health purchase at River Pharmacy,River Pharmacy,15.64,card,health,home_region
C007-T015,C007,2026-03-22T13:56:19,Fuel purchase at North Fuel,North Fuel,58.52,card,fuel,home_region
C007-T023,C007,2026-03-23T10:24:55,Fitness purchase at Luma Utilities,Luma Utilities,56.23,online,fitness,home_region
C007-T038,C007,2026-03-23T12:52:04,Utilities purchase at Orbit Telecom,Orbit Telecom,23.76,online,utilities,home_region
C007-T050,C007,2026-03-23T15:17:14,Transport purchase at City Transit,City Transit,132.55,card,transport,nearby_region
C007-T044,C007,2026-03-27T08:48:42,Fitness purchase at Luma Utilities,Luma Utilities,120.07,online,fitness,home_region
C007-T055,C007,2026-04-02T14:32:03,Dining purchase at Cloud Bistro,Cloud Bistro,42.34,card,dining,home_region
